C:\Users\Administrator\Desktop\data\IMG\center_2020_12_09_11_09_34_606.jpg, C:\Users\Administrator\Desktop\data\IMG\left_2020_12_09_11_09_34_606.jpg, C:\Users\Administrator\Desktop\data\IMG\right_2020_12_09_11_09_34_606.jpg, 0, 0, 0, 0.5607615
C:\Users\Administrator\Desktop\data\IMG\center_2020_12_09_11_09_34_707.jpg, C:\Users\Administrator\Desktop\data\IMG\left_2020_12_09_11_09_34_707.jpg, C:\Users\Administrator\Desktop\data\IMG\right_2020_12_09_11_09_34_707.jpg, 0, 0, 0, 0.5551418
C:\Users\Administrator\Desktop\data\IMG\center_2020_12_09_11_09_34_808.jpg, C:\Users\Administrator\Desktop\data\IMG\left_2020_12_09_11_09_34_808.jpg, C:\Users\Administrator\Desktop\data\IMG\right_2020_12_09_11_09_34_808.jpg, 0, 0, 0, 0.5495783
C:\Users\Administrator\Desktop\data\IMG\center_2020_12_09_11_09_34_907.jpg, C:\Users\Administrator\Desktop\data\IMG\left_2020_12_09_11_09_34_907.jpg, C:\Users\Administrator\Desktop\data\IMG\right_2020_12_09_11_09_34_907.jpg, 0, 0, 0, 0.5440706
C:\Users\Administrator\Desktop\data\IMG\center_2020_12_09_11_09_35_011.jpg, C:\Users\Administrator\Desktop\data\IMG\left_2020_12_09_11_09_35_011.jpg, C:\Users\Administrator\Desktop\data\IMG\right_2020_12_09_11_09_35_011.jpg, 0, 0, 0, 0.5386181
C:\Users\Administrator\Desktop\data\IMG\center_2020_12_09_11_09_35_112.jpg, C:\Users\Administrator\Desktop\data\IMG\left_2020_12_09_11_09_35_112.jpg, C:\Users\Administrator\Desktop\data\IMG\right_2020_12_09_11_09_35_112.jpg, 0, 0, 0, 0.5332202
C:\Users\Administrator\Desktop\data\IMG\center_2020_12_09_11_09_35_212.jpg, C:\Users\Administrator\Desktop\data\IMG\left_2020_12_09_11_09_35_212.jpg, C:\Users\Administrator\Desktop\data\IMG\right_2020_12_09_11_09_35_212.jpg, 0, 0, 0, 0.5278764
C:\Users\Administrator\Desktop\data\IMG\center_2020_12_09_11_09_35_314.jpg, C:\Users\Administrator\Desktop\data\IMG\left_2020_12_09_11_09_35_314.jpg, C:\Users\Administrator\Desktop\data\IMG\right_2020_12_09_11_09_35_314.jpg, 0, 0, 0, 0.5225861
C:\Users\Administrator\Desktop\data\IMG\center_2020_12_09_11_09_35_416.jpg, C:\Users\Administrator\Desktop\data\IMG\left_2020_12_09_11_09_35_416.jpg, C:\Users\Administrator\Desktop\data\IMG\right_2020_12_09_11_09_35_416.jpg, 0, 0, 0, 0.5173489
C:\Users\Administrator\Desktop\data\IMG\center_2020_12_09_11_09_35_519.jpg, C:\Users\Administrator\Desktop\data\IMG\left_2020_12_09_11_09_35_519.jpg, C:\Users\Administrator\Desktop\data\IMG\right_2020_12_09_11_09_35_519.jpg, 0, 0, 0, 0.512164
C:\Users\Administrator\Desktop\data\IMG\center_2020_12_09_11_09_35_618.jpg, C:\Users\Administrator\Desktop\data\IMG\left_2020_12_09_11_09_35_618.jpg, C:\Users\Administrator\Desktop\data\IMG\right_2020_12_09_11_09_35_618.jpg, 0, 0, 0, 0.5070311
C:\Users\Administrator\Desktop\data\IMG\center_2020_12_09_11_09_35_720.jpg, C:\Users\Administrator\Desktop\data\IMG\left_2020_12_09_11_09_35_720.jpg, C:\Users\Administrator\Desktop\data\IMG\right_2020_12_09_11_09_35_720.jpg, 0, 0, 0, 0.5019496
C:\Users\Administrator\Desktop\data\IMG\center_2020_12_09_11_09_35_823.jpg, C:\Users\Administrator\Desktop\data\IMG\left_2020_12_09_11_09_35_823.jpg, C:\Users\Administrator\Desktop\data\IMG\right_2020_12_09_11_09_35_823.jpg, 0, 0, 0, 0.4959189
C:\Users\Administrator\Desktop\data\IMG\center_2020_12_09_11_09_35_924.jpg, C:\Users\Administrator\Desktop\data\IMG\left_2020_12_09_11_09_35_924.jpg, C:\Users\Administrator\Desktop\data\IMG\right_2020_12_09_11_09_35_924.jpg, 0, 0, 0, 0.4906146
C:\Users\Administrator\Desktop\data\IMG\center_2020_12_09_11_09_36_025.jpg, C:\Users\Administrator\Desktop\data\IMG\left_2020_12_09_11_09_36_025.jpg, C:\Users\Administrator\Desktop\data\IMG\right_2020_12_09_11_09_36_025.jpg, 0, 0, 0, 0.4853664
C:\Users\Administrator\Desktop\data\IMG\center_2020_12_09_11_09_36_128.jpg, C:\Users\Administrator\Desktop\data\IMG\left_2020_12_09_11_09_36_128.jpg, C:\Users\Administrator\Desktop\data\IMG\right_2020_12_09_11_09_36_128.jpg, 0, 0, 0, 0.4804451
C:\Users\Administrator\Desktop\data\IMG\center_2020_12_09_11_09_36_231.jpg, C:\Users\Administrator\Desktop\data\IMG\left_2020_12_09_11_09_36_231.jpg, C:\Users\Administrator\Desktop\data\IMG\right_2020_12_09_11_09_36_231.jpg, 0, 0.2845785, 0, 0.664188
C:\Users\Administrator\Desktop\data\IMG\center_2020_12_09_11_09_36_331.jpg, C:\Users\Administrator\Desktop\data\IMG\left_2020_12_09_11_09_36_331.jpg, C:\Users\Administrator\Desktop\data\IMG\right_2020_12_09_11_09_36_331.jpg, 0, 0.5799465, 0, 1.181501
C:\Users\Administrator\Desktop\data\IMG\center_2020_12_09_11_09_36_433.jpg, C:\Users\Administrator\Desktop\data\IMG\left_2020_12_09_11_09_36_433.jpg, C:\Users\Administrator\Desktop\data\IMG\right_2020_12_09_11_09_36_433.jpg, -0.2899824, 0.8779203, 0, 2.100608
C:\Users\Administrator\Desktop\data\IMG\center_2020_12_09_11_09_36_534.jpg, C:\Users\Administrator\Desktop\data\IMG\left_2020_12_09_11_09_36_534.jpg, C:\Users\Administrator\Desktop\data\IMG\right_2020_12_09_11_09_36_534.jpg, -0.1238818, 1, 0, 3.271352
C:\Users\Administrator\Desktop\data\IMG\center_2020_12_09_11_09_36_634.jpg, C:\Users\Administrator\Desktop\data\IMG\left_2020_12_09_11_09_36_634.jpg, C:\Users\Administrator\Desktop\data\IMG\right_2020_12_09_11_09_36_634.jpg, 0, 1, 0, 4.445002
C:\Users\Administrator\Desktop\data\IMG\center_2020_12_09_11_09_36_735.jpg, C:\Users\Administrator\Desktop\data\IMG\left_2020_12_09_11_09_36_735.jpg, C:\Users\Administrator\Desktop\data\IMG\right_2020_12_09_11_09_36_735.jpg, -0.1377771, 1, 0, 5.603317
C:\Users\Administrator\Desktop\data\IMG\center_2020_12_09_11_09_36_836.jpg, C:\Users\Administrator\Desktop\data\IMG\left_2020_12_09_11_09_36_836.jpg, C:\Users\Administrator\Desktop\data\IMG\right_2020_12_09_11_09_36_836.jpg, -0.2584392, 1, 0, 6.732201
C:\Users\Administrator\Desktop\data\IMG\center_2020_12_09_11_09_36_939.jpg, C:\Users\Administrator\Desktop\data\IMG\left_2020_12_09_11_09_36_939.jpg, C:\Users\Administrator\Desktop\data\IMG\right_2020_12_09_11_09_36_939.jpg, 0, 1, 0, 7.86923
C:\Users\Administrator\Desktop\data\IMG\center_2020_12_09_11_09_37_039.jpg, C:\Users\Administrator\Desktop\data\IMG\left_2020_12_09_11_09_37_039.jpg, C:\Users\Administrator\Desktop\data\IMG\right_2020_12_09_11_09_37_039.jpg, 0, 1, 0, 8.995975
C:\Users\Administrator\Desktop\data\IMG\center_2020_12_09_11_09_37_142.jpg, C:\Users\Administrator\Desktop\data\IMG\left_2020_12_09_11_09_37_142.jpg, C:\Users\Administrator\Desktop\data\IMG\right_2020_12_09_11_09_37_142.jpg, -0.1273572, 1, 0, 10.33169
C:\Users\Administrator\Desktop\data\IMG\center_2020_12_09_11_09_37_243.jpg, C:\Users\Administrator\Desktop\data\IMG\left_2020_12_09_11_09_37_243.jpg, C:\Users\Administrator\Desktop\data\IMG\right_2020_12_09_11_09_37_243.jpg, -0.4246587, 1, 0, 11.37917
C:\Users\Administrator\Desktop\data\IMG\center_2020_12_09_11_09_37_346.jpg, C:\Users\Administrator\Desktop\data\IMG\left_2020_12_09_11_09_37_346.jpg, C:\Users\Administrator\Desktop\data\IMG\right_2020_12_09_11_09_37_346.jpg, -0.7235245, 1, 0, 12.45532
C:\Users\Administrator\Desktop\data\IMG\center_2020_12_09_11_09_37_447.jpg, C:\Users\Administrator\Desktop\data\IMG\left_2020_12_09_11_09_37_447.jpg, C:\Users\Administrator\Desktop\data\IMG\right_2020_12_09_11_09_37_447.jpg, -0.7530315, 0.8113441, 0, 13.0427
C:\Users\Administrator\Desktop\data\IMG\center_2020_12_09_11_09_37_547.jpg, C:\Users\Administrator\Desktop\data\IMG\left_2020_12_09_11_09_37_547.jpg, C:\Users\Administrator\Desktop\data\IMG\right_2020_12_09_11_09_37_547.jpg, -0.450663, 0.5089756, 0, 14.05368
C:\Users\Administrator\Desktop\data\IMG\center_2020_12_09_11_09_37_651.jpg, C:\Users\Administrator\Desktop\data\IMG\left_2020_12_09_11_09_37_651.jpg, C:\Users\Administrator\Desktop\data\IMG\right_2020_12_09_11_09_37_651.jpg, -0.1492068, 0.2075194, 0, 14.0656
